ID,question,short_answers
60865,Answer the question concisely with only the answer: what are some names of some types of clouds? Answer:,"cirrus, cirrocumulus, cirrostratus, alto cumulus, altostratus, nimbostratus, cumulus, cumulonimbus, stratocumulus, stratus"
48694,Answer the question concisely with only the answer: when did black panther come out in theatres? Answer:,"February 16, 2018"
58030,Answer the question concisely with only the answer: where does the last name flynn come from? Answer:,Ireland
73456,Answer the question concisely with only the answer: who won out of collingwood and st kilda? Answer:,Collingwood
85393,Answer the question concisely with only the answer: suggest a pollutant which can be found in the industrial effluent? Answer:,cadmium
72188,Answer the question concisely with only the answer: how many questions are there in the life in the uk test? Answer:,24
21840,Answer the question concisely with only the answer: who does leslie marry in parks and rec? Answer:,"Sir Benjamin `` Ben '' Wyatt, O.B.E."
18941,Answer the question concisely with only the answer: who is in charge of enforcing the 18th amendment? Answer:,Volstead Act
10353,Answer the question concisely with only the answer: us female leader of a club scout group? Answer:,Scouters
66524,Answer the question concisely with only the answer: who did ain't no mountain high enough? Answer:,Marvin Gaye and Tammi Terrell
51033,Answer the question concisely with only the answer: when do you start high school in korea? Answer:,Age 15 -- 17
27435,Answer the question concisely with only the answer: when was pretty fly for a white guy made? Answer:,1998
43717,Answer the question concisely with only the answer: when was the three point seat belt invented? Answer:,1955
7156,Answer the question concisely with only the answer: when did china take control of hong kong? Answer:,July 1997
10162,Answer the question concisely with only the answer: who's picture is on the ten dollar bill? Answer:,"Alexander Hamilton, Who served as the first U.S. Secretary of the Treasury"
45855,Answer the question concisely with only the answer: the first modern textile mill was established at mumbai in 1854 by whom? Answer:,Coaster Fanboy Dakar (1815 - 73) and his associates
65858,Answer the question concisely with only the answer: which country's head visit to pakistan first? Answer:,Iran
42206,Answer the question concisely with only the answer: when did fast and furious 7 come out? Answer:,"April, 2015"
66934,Answer the question concisely with only the answer: who was the man who tightroped across the twin towers? Answer:,Philippe Petite
50688,Answer the question concisely with only the answer: where is the thoracic cavity located in the body? Answer:,The chest
35230,Answer the question concisely with only the answer: what is the movie if beale street could talk about? Answer:,An African - American woman who seeks to clear the name of her wrongly convicted husband and prove his innocence before the birth of their child.
64386,Answer the question concisely with only the answer: what is the maximum speed limit on national roads in ireland? Answer:,120 km / h (75 mph)
33653,Answer the question concisely with only the answer: who starred in the hand that rocks the cradle? Answer:,"Annabella Sierra, Rebecca De Mornay"
36569,Answer the question concisely with only the answer: when do you get given an eternity ring? Answer:,On the occasion of a significant anniversary
125,Answer the question concisely with only the answer: who's line is it anyway original cast? Answer:,"Colin More, Ryan Stiles, Wayne Brady, Drew Carey"
12951,Answer the question concisely with only the answer: which person deals with all financial affairs of musicians and artists? Answer:,A talent manager
78178,Answer the question concisely with only the answer: who won the fight in the first rocky movie? Answer:,Creed
52515,Answer the question concisely with only the answer: who sang for the wonders in that thing you do? Answer:,Mike Viola
21616,Answer the question concisely with only the answer: where did the first one day match was played in india? Answer:,1721
63161,Answer the question concisely with only the answer: how many episodes of rick and morty will there be? Answer:,10 episodes
67408,Answer the question concisely with only the answer: who is the oldest person to have a baby naturally? Answer:,71 years
11160,Answer the question concisely with only the answer: what movie is the song i will remember you from? Answer:,The Brothers McMullin
2222,Answer the question concisely with only the answer: who was the first person to make a motorcycle? Answer:,Ernest Mich aux
39398,Answer the question concisely with only the answer: list one provision of the treaty that was imposed on germany? Answer:,The War Guilt clause
30817,Answer the question concisely with only the answer: where does the show the middle take place? Answer:,"In the small fictional town of Orson, Indiana"
10805,Answer the question concisely with only the answer: jackass' cast member dies in car crash? Answer:,"Dunn, 2011"
26953,Answer the question concisely with only the answer: who is the singer of o o jane jana? Answer:,Jamaal Khan
38182,Answer the question concisely with only the answer: who plays the twins on a series of unfortunate events? Answer:,Jacqueline and Joyce Robbins
78596,Answer the question concisely with only the answer: who was given authority under the constitution to choose the president in 1824? Answer:,House of Representatives
63306,Answer the question concisely with only the answer: when was income tax introduced in the uk? Answer:,1842
85123,Answer the question concisely with only the answer: when did the xbox one s 500 gb come out? Answer:,"August 23, 2016"
36714,Answer the question concisely with only the answer: who played ray in star wars the force awakens? Answer:,Daisy Jazz Isabel Ridley
75644,Answer the question concisely with only the answer: the capital of india was shifted to delhi during the region of? Answer:,King George V and Queen Mary
26238,Answer the question concisely with only the answer: new england patriots are from what us state? Answer:,Massachusetts
57893,Answer the question concisely with only the answer: who is charlie writing to perks of being a wallflower? Answer:,An unknown recipient
41822,Answer the question concisely with only the answer: what was japan foreign policy in the tokugawa era? Answer:,isolationist
50415,Answer the question concisely with only the answer: when did apollo 11 first land on the moon? Answer:,"July 20, 1969, At 20 : 18 UTC"
1535,Answer the question concisely with only the answer: what is chuck roast called in the uk? Answer:,Braising steak
25408,Answer the question concisely with only the answer: who is an example of a nationalist romantic composer? Answer:,Frédéric Chopin
29177,Answer the question concisely with only the answer: where is the chip placed in a cat? Answer:,Below the skin at the back of the neck between the shoulder blades on the dorsal midline
8879,Answer the question concisely with only the answer: who gets married in season 12 of grey's anatomy? Answer:,Richard and Catherine
36060,Answer the question concisely with only the answer: when was the last year quarters were made of silver? Answer:,1964
2710,Answer the question concisely with only the answer: who played robert baratheon on game of thrones? Answer:,Mark Ian Add
17693,Answer the question concisely with only the answer: who said off with their heads in alice in wonderland? Answer:,The Queen of Hearts
76066,Answer the question concisely with only the answer: when did the last kingdom hearts game come out? Answer:,"March, 2017 in Japan, March 28, 2017 in North America"
13190,Answer the question concisely with only the answer: who did the voice of granny on looney tunes? Answer:,Emma Webster
28486,Answer the question concisely with only the answer: why is joey potter's dad in prison? Answer:,Drug trafficking
35148,Answer the question concisely with only the answer: what does luca brasi sleeps with the fishes mean? Answer:,That Brasi's corpse was thrown into a body of water by Solozzo's and Tattaglia's men
66571,Answer the question concisely with only the answer: how long is the term of barangay captain? Answer:,Three - year terms
12240,Answer the question concisely with only the answer: when was nepali language included in 8th schedule? Answer:,1992
73588,Answer the question concisely with only the answer: who did tom hanks work for in castaway? Answer:,FedEx
28414,Answer the question concisely with only the answer: when does descendants 2 come on on disney channel? Answer:,"July 21, 2017"
67640,Answer the question concisely with only the answer: what is the average alcohol content of mead? Answer:,From about. % ABV to more than 20 %
84527,Answer the question concisely with only the answer: what year did maradona scored with his hand? Answer:,1986
14897,Answer the question concisely with only the answer: where does the blood in the hepatic portal vein come from? Answer:,"Gastrointestinal tract, gallbladder, pancreas, spleen"
47470,Answer the question concisely with only the answer: calcutta is situated on the banks of which river? Answer:,The Highly River
76772,Answer the question concisely with only the answer: who is the oldest person living on earth? Answer:,Violet Brown
11634,Answer the question concisely with only the answer: who provided the voice of the geico insurance? Answer:,"Kelsey Grammar, Dave Kelly, Jake Wood"
44065,Answer the question concisely with only the answer: who played oliver twist in the 1968 film? Answer:,Mark Lester
72222,Answer the question concisely with only the answer: who is the issuing authority for pennsylvania drivers license? Answer:,The Pennsylvania Department of Transportation (Penn DOT)
14069,Answer the question concisely with only the answer: on a spring scale that measures force a reading shows? Answer:,weight
64629,Answer the question concisely with only the answer: most developed state in india according to un? Answer:,Kerala
61119,Answer the question concisely with only the answer: what is the snowman's name in frozen? Answer:,Olaf
12929,Answer the question concisely with only the answer: where was the superbowl played when the saints won? Answer:,"Hard Rock Stadium (formerly Joe Robbie Stadium) in Miami Gardens, Florida"
83487,Answer the question concisely with only the answer: when do you get a free throw in basketball? Answer:,After a foul
72001,Answer the question concisely with only the answer: how many bridges in the city of pittsburgh? Answer:,446
67877,Answer the question concisely with only the answer: who played daisy duke on the dukes of hazzard? Answer:,Catherine Bach
54007,Answer the question concisely with only the answer: who preached the sermon sinners in the hands of an angry god? Answer:,British Colonial Christian theologian Jonathan Edwards
61544,Answer the question concisely with only the answer: when did the movie the sixth sense come out? Answer:,1999
75559,Answer the question concisely with only the answer: how do you find the sum of squared residuals? Answer:,Total sum of squares = explained sum of squares + residual sum of squares
12023,Answer the question concisely with only the answer: which commandment is honor thy father and mother? Answer:,The fifth
25698,Answer the question concisely with only the answer: what three apollo missions left reflectors on the moon? Answer:,"11, 14, And 15"
48994,Answer the question concisely with only the answer: who does michael get married to in the office? Answer:,Hollis `` Holly '' Partridge Scott
52432,Answer the question concisely with only the answer: famous marathon runner who died of a heart attack? Answer:,James Fuller `` Jim '' Fix
14374,Answer the question concisely with only the answer: what type of poetry did lewis carroll wrote for his books? Answer:,love
80973,Answer the question concisely with only the answer: who played king robert in game of thrones? Answer:,Mark Ian Add
78626,Answer the question concisely with only the answer: in the united states the only legally sanctioned form of marriage is? Answer:,monogamous
13534,Answer the question concisely with only the answer: when did the books end in game of thrones? Answer:,Before the start of the sixth season
40792,Answer the question concisely with only the answer: who sang the original version of do you hear what i hear? Answer:,Harry Someone Chorale
36933,Answer the question concisely with only the answer: what happened to the lead singer of killswitch engage? Answer:,Sent the band members an e-mail telling them he had quit
68553,Answer the question concisely with only the answer: how many times has juventus won uefa champions league? Answer:,twice
17288,Answer the question concisely with only the answer: who enforces the controlled substances act of 1970? Answer:,Drug Enforcement Administration
43625,Answer the question concisely with only the answer: who won the hockey game between usa and russia? Answer:,The U.S. team
38475,Answer the question concisely with only the answer: when is the new hotel transylvania movie coming out? Answer:,"July 13, 2018"
59174,Answer the question concisely with only the answer: who was the last living person on the titanic? Answer:,Eliza Gladys `` Milling '' Dean
23055,Answer the question concisely with only the answer: when did brides start wearing white wedding dresses? Answer:,1840
32822,Answer the question concisely with only the answer: what happens to the soil after growing cereal crops repeatedly in the same field? Answer:,Depletes the soil of certain nutrients
18617,Answer the question concisely with only the answer: who wrote a book describing the universe with the sun in the center? Answer:,Nicolaus Copernicus
71867,Answer the question concisely with only the answer: how old is dorothy from the wizard of oz supposed to be? Answer:,"A year younger than Betsy Bobbin and a year older than Trot, Whose age was specified as 10 in Ruth Glumly Thompson's The Giant Horse of Oz"
69544,Answer the question concisely with only the answer: who does bo end up with on lost girl? Answer:,Lauren
85235,Answer the question concisely with only the answer: what is the name of nigeria inspector general of police? Answer:,Ibrahim Idris Sputum
45032,Answer the question concisely with only the answer: what is the number in the song kiss me through the phone? Answer:,678 - 999 - 8212
32353,Answer the question concisely with only the answer: when was the first 2 dollar bill printed? Answer:,March 1862
63151,Answer the question concisely with only the answer: who built the famous dilwara temple at mount abu in rajasthan in the 13th century? Answer:,Vital Shah
5540,Answer the question concisely with only the answer: when was the burj al arab dubai built? Answer:,1999
80084,Answer the question concisely with only the answer: aurangzeb road in the heart of new delhi was re named after which personality? Answer:,Dr APJ Abdul Adam
6999,Answer the question concisely with only the answer: who called for resistance to the stamp act? Answer:,The Sons of Liberty
3406,Answer the question concisely with only the answer: what time do ap college football rankings come out? Answer:,Sundays at pm Eastern time during the football season
22013,Answer the question concisely with only the answer: what is the projection of a satellite's orbit onto the earth represented in a 2d map called? Answer:,Ground track
57005,Answer the question concisely with only the answer: what is the speed limit on interstate 25 in wyoming? Answer:,65 mph
22554,Answer the question concisely with only the answer: who is running for attorney general in wi? Answer:,"Republican incumbent Brad Scheme, Voting rights attorney and former federal prosecutor Josh Paul"
20658,Answer the question concisely with only the answer: what part of alaska is the last frontier filmed? Answer:,11 miles outside of Homer
47677,Answer the question concisely with only the answer: what state is gone with the wind set in? Answer:,Georgia
1996,Answer the question concisely with only the answer: what is the song funky cold medina about? Answer:,A fictional aphrodisiac
54976,Answer the question concisely with only the answer: who is usually credited for the popularization of tobacco in england? Answer:,John Hawkins
13682,Answer the question concisely with only the answer: where are the winter olympics held in 2018? Answer:,"Pyongyang County, South Korea"
53715,Answer the question concisely with only the answer: who is the song about you're so vain? Answer:,Actor Warren Beatty
85507,Answer the question concisely with only the answer: when did oklahoma university win the national championship? Answer:,"1950, 1955, 1956, 1974, 1975, 1985, 2000"
71207,Answer the question concisely with only the answer: who has won the most mvp in nba history? Answer:,Kareem Abdul - Jabber
78070,Answer the question concisely with only the answer: how many schedule the constitution of india contains? Answer:,12
56856,Answer the question concisely with only the answer: who plays jesus in the movie mary magdalene? Answer:,Joaquin Phoenix
9776,Answer the question concisely with only the answer: when was the fast and the furious made? Answer:,2001
723,Answer the question concisely with only the answer: who starred in the original orient express movie? Answer:,"Ingrid Bergman, Albert Finney, Sean Connery, John Gielgud, Vanessa Redgrave, Michael York, Jacqueline Basset, Anthony Perkins, Wendy Hitler"
6091,Answer the question concisely with only the answer: who won the season 11 of the voice? Answer:,Sun dance Head
21264,Answer the question concisely with only the answer: when does stark die in game of thrones? Answer:,"The ninth episode of season, `` Baylor ''"
31084,Answer the question concisely with only the answer: who plays victor on fear the walking dead? Answer:,", Domingo"
84236,Answer the question concisely with only the answer: when does the movie the first man come out? Answer:,"October 12, 2018"
4942,Answer the question concisely with only the answer: who was the first person who invented the light bulb? Answer:,Thomas Alva Edison
35316,Answer the question concisely with only the answer: where does the maze runner book take place? Answer:,The Glade
65399,Answer the question concisely with only the answer: where is the field of dreams field located? Answer:,"Dubuque County, Iowa, Near Ayersville"
26652,Answer the question concisely with only the answer: how is polly related to tommy shelby in peaky blinders? Answer:,The aunt of Tommy
10975,Answer the question concisely with only the answer: who invented the standard unit of measuring temperature? Answer:,Kelvin
83719,Answer the question concisely with only the answer: who sings might as well go for a soda? Answer:,Joseph Kim Mitchell
83804,Answer the question concisely with only the answer: what is the song rain by swv about? Answer:,Based on Jack Pastorius's `` Portrait of Tracy.
20516,Answer the question concisely with only the answer: how many floors does the aria las vegas have? Answer:,61
53498,Answer the question concisely with only the answer: the genetic code is contained within the nucleotide sequences of what type of organic molecule? Answer:,Polymeric macromolecules
41967,Answer the question concisely with only the answer: who plays the big monkey in the jungle book? Answer:,Christopher Walken
22455,Answer the question concisely with only the answer: an option market hedge in foreign exchange risk management is a form of an? Answer:,Foreign exchange hedge
84085,Answer the question concisely with only the answer: where do the new york giants play their home games? Answer:,"MetLife Stadium in East Rutherford, New Jersey"
68972,Answer the question concisely with only the answer: when did american samoa become a us territory? Answer:,1899
244,Answer the question concisely with only the answer: where is the 11 foot 8 inch bridge? Answer:,"Durham, North Carolina"
51782,Answer the question concisely with only the answer: who laid out the first mughal garden in india? Answer:,Ba bur
58823,Answer the question concisely with only the answer: who is the author of the little mermaid? Answer:,Hans Christian Andersen
48784,Answer the question concisely with only the answer: who plays the main character in fantastic beasts and where to find them? Answer:,Eddie Redman
58000,Answer the question concisely with only the answer: what kind of tissue is tendons and ligaments? Answer:,Fibrous connective tissue
29038,Answer the question concisely with only the answer: who sings have i told you that i love you? Answer:,Northern Irish singer-songwriter Van Morrison
25721,Answer the question concisely with only the answer: where was pride and prejudice filmed with keira knightley? Answer:,England
54882,Answer the question concisely with only the answer: what is hero's last name in big hero 6? Answer:,Ramada
55056,Answer the question concisely with only the answer: where was the declaration of independence signed at? Answer:,"Pennsylvania State House (Independence Hall) in Philadelphia, Pennsylvania"
44425,Answer the question concisely with only the answer: who has the highest goal in la liga? Answer:,Barcelona's Lionel Messi
12496,Answer the question concisely with only the answer: when did the glock gen 2 come out? Answer:,1988
58372,Answer the question concisely with only the answer: who were the two spies who gave a good report of the promised land? Answer:,Joshua and Caleb
45332,Answer the question concisely with only the answer: when did the first captain america come out? Answer:,"December 20, 1940"
17880,Answer the question concisely with only the answer: who plays jack on secret life of the american teenager? Answer:,Gregory P. Finley II
1038,Answer the question concisely with only the answer: what do you mean by adapted physical education? Answer:,"The art and science of developing, implementing, And monitoring a carefully designed physical education instructional program for a learner with a disability, Based on a comprehensive assessment, To give the learner the skills necessary for a lifetime of rich leisure, recreation, And sport experiences to enhance physical fitness and wellness"
15231,Answer the question concisely with only the answer: who won so you think you can dance season 2? Answer:,Benji Swimmer
5322,Answer the question concisely with only the answer: who has the most tackles in a nfl game? Answer:,Chris Bowland
61776,Answer the question concisely with only the answer: what was a stoker in the royal navy? Answer:,Job title for someone whose job is to tend the fire for the running of a steam engine
19480,Answer the question concisely with only the answer: when was fosters home for imaginary friends made? Answer:,"August 13, 2004, May, 2009"
19011,Answer the question concisely with only the answer: when was the first battle of plassey fought? Answer:,23 June 1757
4930,Answer the question concisely with only the answer: does the clone wars movie or show come first? Answer:,film
39027,Answer the question concisely with only the answer: who plays the president in house of cards? Answer:,Michel Gill
64512,Answer the question concisely with only the answer: where will the fifa world cup be held in 2022? Answer:,Qatar
29725,Answer the question concisely with only the answer: what is the definition of a sex offender? Answer:,A person who has committed a sex crime
30909,Answer the question concisely with only the answer: which country has played the most world cup matches? Answer:,Brazil
75160,Answer the question concisely with only the answer: how tall is jessie graff american ninja warrior? Answer:,Ft in
64695,Answer the question concisely with only the answer: when did labrador become a part of newfoundland? Answer:,1809
22955,Answer the question concisely with only the answer: when does deeks first appear in ncis la? Answer:,"April 27, 2010"
80525,Answer the question concisely with only the answer: who was you make loving fun written about? Answer:,Curry Grant
76363,Answer the question concisely with only the answer: how many feet in 1 acre of land? Answer:,"43,560 square feet"
84695,Answer the question concisely with only the answer: what is the heart of the ocean made of? Answer:,Cubic zirconias set in white gold
29793,Answer the question concisely with only the answer: who sings opening song on sunday night football? Answer:,Carrie Underwood
27757,Answer the question concisely with only the answer: what are the laws in new york regarding texting or phoning while driving? Answer:,Prohibit all drivers from using hand - held cell phones
57595,Answer the question concisely with only the answer: who plays benny the bull in real life? Answer:,Barry Anderson
46284,Answer the question concisely with only the answer: what does the srt stand for on dodge vehicles? Answer:,Street & Racing Technology
30482,Answer the question concisely with only the answer: when did china become a member of the united nations? Answer:,"October 24, 1945"
34400,Answer the question concisely with only the answer: bsf is responsible for gardening on border of which country? Answer:,India
58873,Answer the question concisely with only the answer: what date did riverdale season 1 start airing on tv? Answer:,"January 26, 2017"
30424,Answer the question concisely with only the answer: when is dragon ball z fighters coming out? Answer:,"January 26, 2018"
11028,Answer the question concisely with only the answer: who played aragon in the lord of the rings movies? Answer:,Mortensen
73602,Answer the question concisely with only the answer: what was the total number of deaths in ww1? Answer:,More than 41 million
37377,Answer the question concisely with only the answer: where is the women's sec basketball tournament being played? Answer:,"At Bridgestone Arena in Nashville, Tennessee"
26780,Answer the question concisely with only the answer: when did fingerprints start being used by the police? Answer:,1892
22838,Answer the question concisely with only the answer: who came up with the basis of modern atomic theory? Answer:,Han taro Nagoya
22849,Answer the question concisely with only the answer: when did they start screening newborns for cystic fibrosis? Answer:,1981
8716,Answer the question concisely with only the answer: how many years did it take for odysseus to get home? Answer:,ten
59925,Answer the question concisely with only the answer: who is the girl in overly attached girlfriend? Answer:,Lana Morris
80188,Answer the question concisely with only the answer: who took over toad hall from mr toad? Answer:,"Mole, Rat"
68450,Answer the question concisely with only the answer: when did lucid dreams the song come out? Answer:,"March 13, 2018"
59938,Answer the question concisely with only the answer: who came second in the overall ranked of the tour de france last year? Answer:,Rigoberto Ran
62768,Answer the question concisely with only the answer: who sings i had the time of my life in dirty dancing? Answer:,"Bill Medley, Jennifer Warner"
1702,Answer the question concisely with only the answer: how many levels are there on tapped out? Answer:,939
33221,Answer the question concisely with only the answer: where was legends of the fall house filmed? Answer:,Ghost River Wilderness Area
84354,Answer the question concisely with only the answer: who sings hawaiian version of somewhere over the rainbow? Answer:,Kamakawiwoʻole
24986,Answer the question concisely with only the answer: what are the five sorrowful mysteries of the holy rosary? Answer:,"Agony in the Garden, Scourging at the Pillar, Crowning with Thorns, Carrying of the Cross, Crucifixion and Death of our Lord"
10076,Answer the question concisely with only the answer: when does the next season of greenhouse academy? Answer:,"February 14, 2018"
10515,Answer the question concisely with only the answer: how many senators up for election in 2018? Answer:,33
41886,Answer the question concisely with only the answer: who is left in the big brother house 20? Answer:,Jaycee Clark
10792,Answer the question concisely with only the answer: who did the lions play on thanksgiving last year? Answer:,Minnesota Vikings
8279,Answer the question concisely with only the answer: under which article supreme court has the power to review its own judgement? Answer:,Review Petition
56717,Answer the question concisely with only the answer: when did friends in low places come out? Answer:,"August, 1990"
1589,Answer the question concisely with only the answer: when was the first star wars film made? Answer:,"Released on May 25, 1977"
18663,Answer the question concisely with only the answer: term of office judicial branch in the philippines? Answer:,Until the age of 70
9627,Answer the question concisely with only the answer: who is the writer of bande utkal janani? Answer:,Katakana Laxmikanta Mohapatra
14073,Answer the question concisely with only the answer: when did the nba extend the 3 point line? Answer:,1997 -- 98
33161,Answer the question concisely with only the answer: what was the power structure of the byzantine empire? Answer:,Byzantine army
51282,Answer the question concisely with only the answer: who played davy jones in the pirates of the caribbean? Answer:,Bill Night
25977,Answer the question concisely with only the answer: in the original star wars trilogy who is the only rebel pilot to survive all three movies? Answer:,Wedge Antilles
82770,Answer the question concisely with only the answer: how much money to be upper middle class? Answer:,"Incomes commonly may exceed $100,000"
61536,Answer the question concisely with only the answer: which members of super junior are in the army? Answer:,Kyuhyun
84046,Answer the question concisely with only the answer: where does the word cocktail come from wikipedia? Answer:,Origin of the word cocktail is disputed
58387,Answer the question concisely with only the answer: what percent of the distribution lies within one standard deviation of the mean? Answer:,68.27 %
49666,Answer the question concisely with only the answer: who played joe jackson in the jackson 5 movie? Answer:,Lawrence Hilton - Jacobs
39569,Answer the question concisely with only the answer: where is this year's commonwealth games being held? Answer:,"Gold Coast, Queensland, Australia"
31494,Answer the question concisely with only the answer: who sings the steel dragon songs in rockstar? Answer:,"Milken Motivic, Brian Wander Ark"
45264,Answer the question concisely with only the answer: what is the highest hindu caste in india? Answer:,Generally the Brahmins
69063,Answer the question concisely with only the answer: how many times has the kings won the stanley cup? Answer:,two
11758,Answer the question concisely with only the answer: where does the tap water in london come from? Answer:,"Non-tidal parts of the Thames and Lea, Abstracted from underground sources"
38326,Answer the question concisely with only the answer: who plays the mother on rizzoli and isles? Answer:,Lorraine Branch
72354,Answer the question concisely with only the answer: where does a river runs through it take place? Answer:,"Missoula, Montana"
33464,Answer the question concisely with only the answer: how many rounds does the nfl draft have? Answer:,seven
11080,Answer the question concisely with only the answer: who made the whip and nae nae song? Answer:,Silent
42070,Answer the question concisely with only the answer: 1st nfl player to kneel during national anthem? Answer:,Colin Kaepernick
60762,Answer the question concisely with only the answer: is the first round of nhl playoffs best of 5 or best of 7? Answer:,Best - of - seven
76347,Answer the question concisely with only the answer: who does lucy hale play on pretty little liars? Answer:,Aria Montgomery
41985,Answer the question concisely with only the answer: where were the entombed terracotta warriors found in china? Answer:,Approximately. Kilometres (.93 mi) east of the Qin Emperor's tomb mound at Mount Li (Li shan)
29333,Answer the question concisely with only the answer: where is the tv series blue bloods filmed? Answer:,On location in New York City with occasional references to nearby suburbs
11150,Answer the question concisely with only the answer: who wrote you should go and love yourself? Answer:,"Ed Sheeran, Benny Blanco and Bieber"
53088,Answer the question concisely with only the answer: who sang i'm no stranger to the rain? Answer:,Keith Whitley
62623,Answer the question concisely with only the answer: when does the gifted season 2 come on? Answer:,"September 25, 2018"
59178,Answer the question concisely with only the answer: who sings the theme song to freaks and geeks? Answer:,Michael Andrews
25199,Answer the question concisely with only the answer: when was the first edition of the oxford english dictionary completed? Answer:,1928
50081,Answer the question concisely with only the answer: who becomes president if both the president and vice president are killed? Answer:,Speaker of the House of Representatives
84922,Answer the question concisely with only the answer: what does the word sahara mean in arabic? Answer:,The plural of the Arabic word for `` desert ''
65974,Answer the question concisely with only the answer: who plays mr. brown on meet the browns? Answer:,David Anthony Mann
25807,Answer the question concisely with only the answer: who was the actress who played princess leia? Answer:,Carrie Frances Fisher
10793,Answer the question concisely with only the answer: when does the next maze runner movie come out? Answer:,"January 26, 2018"
41158,Answer the question concisely with only the answer: where did the concept of human rights come from? Answer:,The era of renaissance humanism in the early modern period
52172,Answer the question concisely with only the answer: what part of the ship is the hull? Answer:,Watertight body
11908,Answer the question concisely with only the answer: what is the system of government in indonesia? Answer:,Presidential representative democratic republic
66047,Answer the question concisely with only the answer: where does the last name brown come from? Answer:,"English - language surname in origin chiefly descriptive of a person with brown hair, Complexion or clothing"
31165,Answer the question concisely with only the answer: how many types of usa visa are there? Answer:,About 185
62988,Answer the question concisely with only the answer: themes in my mother said i never should? Answer:,"independence, Growing up, secrets"
17115,Answer the question concisely with only the answer: which 16th-century explorer sailed around the world in a ship called the golden hinde? Answer:,Sir Francis Drake
67027,Answer the question concisely with only the answer: where do you find the lords prayer in the bible? Answer:,"The long form in the Gospel of Matthew in the middle of the Sermon on the Mount, The short form in the Gospel of Luke"
71360,Answer the question concisely with only the answer: which three countries have been most involved in the conflict over kashmir? Answer:,"India, Pakistan, China"
50585,Answer the question concisely with only the answer: when did spongebob sponge out of water come out? Answer:,"February, 2015"
27387,Answer the question concisely with only the answer: how many characters are there in guess who? Answer:,24
35462,Answer the question concisely with only the answer: how many episodes in season 3 of switched at birth? Answer:,22
59657,Answer the question concisely with only the answer: who wrote the passion of ss perpetua and felicitas? Answer:,"The young mother and martyr Perpetual, Seizures, Another Christian martyred, An editor"
19908,Answer the question concisely with only the answer: who presides over the meeting of rajya sabha? Answer:,The Vice President of India
72924,Answer the question concisely with only the answer: how many chipotle locations are there in canada? Answer:,11
40015,Answer the question concisely with only the answer: who plays murray's father on the goldbergs? Answer:,Judd Hirsch
8582,Answer the question concisely with only the answer: what is the population of the usa in 2017? Answer:,"323,127,513 as of July, 2016"
67074,Answer the question concisely with only the answer: who won the us open tennis women's singles championship in 2013? Answer:,Serena Williams
42705,Answer the question concisely with only the answer: who did robb stark marry in season 2? Answer:,One of Walker Frey's daughters or granddaughters
12877,Answer the question concisely with only the answer: when did the song love hurts come out? Answer:,December 1960
27742,Answer the question concisely with only the answer: who plays dr glassman on the good doctor? Answer:,Richard Schiff
22305,Answer the question concisely with only the answer: which is the fn key on a mac? Answer:,Key at the bottom left of the keyboard
66183,Answer the question concisely with only the answer: size of each interior angle of a regular heptagon? Answer:,Π / radians (128 ​ ⁄ degrees)
33301,Answer the question concisely with only the answer: where was the film ring of bright water filmed? Answer:,Hollenbach on the Isle of Sal
14574,Answer the question concisely with only the answer: ravi teja raja the great movie release date? Answer:,18 October 2017
72398,Answer the question concisely with only the answer: when does the movie a time to kill take place? Answer:,"Ford County, Mississippi"
36116,Answer the question concisely with only the answer: who is the doctor who died on night shift? Answer:,Topper
62256,Answer the question concisely with only the answer: how many times have tom brady been to superbowl? Answer:,eight
73677,Answer the question concisely with only the answer: where does an embryo usually attach to its mother? Answer:,The wall of the uterus
23586,Answer the question concisely with only the answer: delivers it enabled services via internet that are built for the end user to be in control? Answer:,Internet television
29128,Answer the question concisely with only the answer: where was my side of the mountain filmed? Answer:,"In Kowloon, Quebec, In the Green Mountains of Quebec, Canada, And Toronto"
79074,Answer the question concisely with only the answer: when does love simon come out to dvd? Answer:,"June 12, 2018"
74969,Answer the question concisely with only the answer: who plays ted jones son in pineapple express? Answer:,Troy Gentile
32366,Answer the question concisely with only the answer: are neiman marcus and bergdorf goodman the same? Answer:,Berger Goodman is a subsidiary of Newman Marcus
55157,Answer the question concisely with only the answer: who sang original you don't own me? Answer:,Lesley Gore
73880,Answer the question concisely with only the answer: who sings in the diet dr. pepper commercial? Answer:,Justin Guarani
40881,Answer the question concisely with only the answer: what arm of the galaxy are we in? Answer:,Orion Arm
36617,Answer the question concisely with only the answer: who played robert's mother on grace and frankie? Answer:,Lois Smith
30063,Answer the question concisely with only the answer: when does the new real l word season start? Answer:,"July 12, 2012"
13600,Answer the question concisely with only the answer: who wants to be a millionaire 2018 most won? Answer:,£ million
34057,Answer the question concisely with only the answer: when did the vat rate change from 17.5 to 20? Answer:,January 2011
37099,Answer the question concisely with only the answer: what day is armed forces day in the us? Answer:,Third Saturday in May
78602,Answer the question concisely with only the answer: who is jake's mom in the dark tower? Answer:,Katheryn Win nick as Laurie Chambers
14316,Answer the question concisely with only the answer: when is world water day celebrated and why? Answer:,"22 March, To highlight the importance of freshwater"
5890,Answer the question concisely with only the answer: who built the mission san carlos borromeo de carmelo? Answer:,Franciscan missionaries
